Authors;Title;Source title;DOI;Link;Abstract
Li, C.;Internet of Things (IoT) Driven Logistics Supply Chain Management Coordinated Response Mechanism;International Journal of Advanced Computer Science and Applications;10.14569/IJACSA.2025.0160122;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216875839&doi=10.14569%2FIJACSA.2025.0160122&partnerID=40&md5=d99335b581285a578baf8080e14503cb;This study explores the development of an IoT-driven logistics supply chain coordination and response mechanism aimed at achieving real-time information sharing, precise forecasting, and rapid decision-making among supply chain nodes. By employing a hierarchical system construction method, SQL database techniques for data management, and an evaluation model combining AHP and entropy methods, the study proposes a robust framework for improving supply chain efficiency and adaptability. The results demonstrate that IoT technology significantly enhances supply chain transparency, resource allocation, and operational efficiency while reducing risks and costs. The proposed mechanism facilitates dynamic adjustments to market changes and unexpected disruptions, fostering a resilient and collaborative supply chain network. This research provides a foundational basis for the integration of IoT in modern supply chains and offers insights into advancing intelligent logistics systems, with implications for improving global competitiveness in the evolving digital economy. © (2025), (Science and Information Organization). All rights reserved.
"Basheer, M.; AbuOrabi, L.";Invisible Networks: How Supply Chain Innovation is Securing Qatar’s Food Future;World Sustainability Series;10.1007/978-3-032-00098-9_40;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021544895&doi=10.1007%2F978-3-032-00098-9_40&partnerID=40&md5=467b6710870828c2211cedb92435ec4b;This research investigates the impact of supply chain advancements, such as blockchain and cold chain systems, on enhancing Qatar’s food security. These technologies are critical for a country that relies on imports for approximately 90% of its food supply and is vulnerable to disruptions, such as the 2017 blockade. The study employs a mixed-methods approach, combining quantitative regression analysis and qualitative interviews with industry experts to provide a comprehensive understanding. Regression analysis demonstrates a positive correlation between Supply Chain Efficiency (SCE) and Food Security (FS), showing that a 1-point increase in SCE can lead to a 0.42-point increase in FS. Cross-validation between quantitative data and interview themes was conducted to ensure reliability. The qualitative analysis highlights barriers, such as high costs and limited technical expertise, and demonstrates the benefits of blockchain in reducing food waste by 10% through improved transparency and traceability. Cold chain systems have ensured a steady supply of high-quality perishable items. Despite these advancements, Qatar’s reliance on imported food remains a significant risk. To address this challenge, the study advocates for a balanced approach combining technological innovations with strategies for boosting local food production, ensuring long-term resilience. These findings provide actionable insights for policymakers to design strategies integrating supply chain advancements with localized agricultural development. The study’s approach can be compared with blockchain initiatives in regions like sub-Saharan Africa, which have enhanced food supply transparency. Future research should explore the socioeconomic impacts of blockchain technology on suppliers and conduct comparative studies with nations facing similar food security challenges. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.
"Liu, Y.; Xi, M.; Zhou, Y.; Feng, T.; Fang, W.; Wang, W.";Invisible threats: The impact of perceived political risk misalignment on firm's operational resilience;Transportation Research Part E: Logistics and Transportation Review;10.1016/j.tre.2025.104186;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004926652&doi=10.1016%2Fj.tre.2025.104186&partnerID=40&md5=f6104e76e6d9555f636c6b89e087be12;In the context of escalating global geopolitical risk, relying solely on a firm's own risk awareness is insufficient to ensure operational continuity. Different risk perceptions among supply chain members can lead to inconsistencies in risk assessment and response strategies, thereby undermining a firm's ability to effectively manage political risk. However, existing research often overlooks the presence and potential impact of perceived political risk misalignment in supply chains. Therefore, this research explores the impact of perceived political risk misalignment between buyer firms and their suppliers on the operational resilience of buyer firms, and further examines the moderating roles of supply network characteristics. Using data from publicly listed U.S. manufacturing firms between 2020 and 2022, this study constructs 1421 dyadic pairs of suppliers and buyer firms, along with their supply networks, to test the hypotheses. The results indicate that perceived political risk misalignment significantly weakens the operational resilience of buyer firms. Moreover, the degree centrality of buyer firms amplifies this negative impact, while the clustering coefficient of the supply network mitigates it. By extending political risk research from the firm level to the supply chain context, this study enriches the literature on supply chain risk management and operational resilience, and emphasizes the importance of aligning risk perceptions within supply chains. © 2025 The Authors
"Rashed, M.S.; Fakhry, S.; Satour, R.; Abdelkarim, E.A.; Sobhy, M.; Pathania, S.";IoT and Digital Twins for Ssmart Food Supply Chains;Sustainable Development Goals Series;10.1007/978-3-031-76758-6_16;https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000596449&doi=10.1007%2F978-3-031-76758-6_16&partnerID=40&md5=2c8d4523b41c1eebfd1f68cacf9ffffb;In recent years, the integration of Internet of Things (IoT) technology and digital twins has revolutionized supply chain management, especially in the context of food supply chains. Digital twins, virtual replicas of physical processes linked to real data through IoT sensors and big data analytics, offer unique advantages in addressing specific challenges in the food industry. These challenges include ensuring food safety and quality, reducing waste, optimizing logistics and maintaining traceability throughout the supply chain. By simulating complex physiological, biochemical and microbiological processes, digital twins provide valuable insights into quality control and risk management, enabling stakeholders to proactively address issues such as spoilage, contamination and supply chain disruptions. This chapter provides a comprehensive overview of digital twins in the context of the food supply chain. It covers the principles, types, integration with the IoT, key elements and implementation steps. It also explores the latest advances and future trends in the field, including the development of more sophisticated predictive models, increasing interoperability with other digital technologies such as blockchain and artificial intelligence, and the potential for decentralized, autonomous supply chain networks. By exploring current practices and new innovations, this chapter aims to provide readers with a deeper understanding of how digital twins can lead the food industry towards a more sustainable and resilient future. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.
"Hariri, M.A.; Goli, A.";Issues and research challenges for implementing cyber-physical agricultural supply chains;;10.1016/B978-0-443-13185-1.00005-8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198475404&doi=10.1016%2FB978-0-443-13185-1.00005-8&partnerID=40&md5=f6b16834ea29992d6f230c3efc371964;The phrase “Agriculture 4.0” refers to the incorporation of a variety of technology solutions into agricultural practices with the goal of increasing production levels across the board. If farmers make use of the real-time data that are made available to them by technologies developed during the Fourth Industrial Revolution, they are able to improve their performance by identifying risks that are associated with the supply chain and making educated decisions about how to mitigate those risks (4.0). This will result in an increase in the whole supply chain’s degree of efficacy, sustainability, flexibility, agility, and resilience as a direct consequence of population growth and the impacts of climate change. Additionally, this will have an influence on the level of population growth. Following an assessment, the technologies that were discovered to be the most pertinent were discovered to include big data analytics, the Internet of things, blockchain technology, and cyber-physical systems (CPSs). The implementation of Industry 4.0, and more specifically, CPSs, in the agri-food supply chain is the subject of this research. This research examines both the challenges that may arise as a result of utilizing these technologies as well as the potential benefits that may result from their use. © 2024 Elsevier Inc. All rights reserved.
"Amio, M.G.A.-N.; Ahmed, H.N.; Ali, S.M.; Ahmed, S.; Majumdar, A.";Key determinants to supply chain resilience to face pandemic disruption: An interpretive triple helix framework;PLOS ONE;10.1371/journal.pone.0299778;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191939607&doi=10.1371%2Fjournal.pone.0299778&partnerID=40&md5=43c7020ab5c892cad4aa0f21bf4731e4;Today, supply chain (SC) networks are facing more disruptions compared to the past. While disruptions are rare, they can have catastrophic long-term economic or societal repercussions, and the recovery processes can be lengthy. These can tremendously affect the SC and make it vulnerable, as observed during the COVID-19 pandemic. The identification of these concerns has prompted the demand for improved disruption management by developing resilient, agile, and adaptive SC. The aim of this study is to introduce an assessment framework for prioritizing and evaluating the determinants to supply chain resilience (SCR). To analyze the empirical data, fuzzy criteria importance through intercriteria correlation (fuzzy CRITIC) and fuzzy technique for order of preference by similarity to ideal solution (fuzzy TOPSIS) have been incorporated. Fuzzy CRITIC method was used to identify the critical determinants and fuzzy TOPSIS method was applied for determining relative ranking of some real-world companies. Finally, by developing propositions an interpretive triple helix framework was proposed to achieve SCR. This research stands out for its originality in both methodology and implications. By introducing the novel combination of Fuzzy CRITIC and Fuzzy TOPSIS in the assessment of determinants to SCR and applying these determinants with the help of interpretive triple helix framework to establish a resilient SC, this study offers a unique and valuable contribution to the field of SCR. The key findings suggest that 'Responsiveness' followed by 'Managerial coordination and information integration' are the most significant determinant to achieve SCR. The outcome of this work can assist the managers to achieve SCR with improved agility and adaptivity. ©: © 2024 Amio et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.
"Zhang, Q.; Tu, M.; Shi, Y.; Zhu, L.; Venkatesh, V.G.; Cheng, Y.";Learning from the influence of COVID-19: an empirical study in the Chinese automotive industry;Journal of Business and Industrial Marketing;10.1108/JBIM-12-2022-0542;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024413098&doi=10.1108%2FJBIM-12-2022-0542&partnerID=40&md5=fc46df14cd07fc54a103892b1e72e733;Purpose – This paper aims to discuss the market performance and response trend of China’s listed automobile companies and their major suppliers in response to the COVID-19 epidemic. Design/methodology/approach – The paper analyzes the data of 20 automobile manufacturers listed in Shanghai and Shenzhen and their main suppliers. Furthermore, the event study method is used to measure and test the abnormal returns (AR) of the company during the event window period and an attempt is made to use case study methodology to further improve the validity of the empirical results. Findings – The results show that: (1) the stock prices of listed automobile companies in China were adversely affected by the pandemic. (2) Major suppliers to China’s listed automobile companies have been resilient to the pandemic. (3) In the long run, the impact of the pandemic on the auto industry is stabilizing. The authors believe that the reasons for the above conclusion may come from respectively: (1) temporary investor panic and downward economy. (2) Information differences and risk aversion among investors and supplier enterprise’s extensive customer network. (3) Good market information and direction in China. Originality/value – This paper discusses the relevant theories of automobile supply chain and finance field under the epidemic situation and explains the heterogeneity of automobile supply chain stock market from a new perspective of stock market. Finally, the corresponding suggestions put forward by different subjects such as investors, government and automobile enterprises are conducive to the effective operation of China’s automobile supply chain and the stable operation of the stock market, and also provide reference for other countries. © 2025 Emerald Publishing Limited
"Ansbro, É.; Heller, O.; Vijayasingham, L.; Favas, C.; Rintjema, J.; Chase-Vilchez, A.; Stein, C.; Issa, R.; Sanga, L.; Murphy, A.; Perel, P.";Lessons from the COVID-19 pandemic to strengthen NCD care and policy in humanitarian settings: a mixed methods study exploring humanitarian actors’ experiences;BMC Health Services Research;10.1186/s12913-024-11458-2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204281423&doi=10.1186%2Fs12913-024-11458-2&partnerID=40&md5=3c7d986edc9426cd95031cf737794a70;Background: The COVID-19 pandemic and response severely impacted people living with non-communicable diseases (PLWNCDs) globally. It exacerbated pre-existing health inequalities, severely disrupted access to care, and worsened clinical outcomes for PLWNCDs, who were at higher risk of morbidity and mortality from the virus. The pandemic’s effects were likely magnified in humanitarian settings, where there were pre-existing gaps in continuity of care for non-communicable diseases (NCDs). We sought to explore factors affecting implementation of NCD care in crisis settings during the COVID-19 pandemic and the adaptations made to support implementation. Methods: Guided by the Consolidated Framework for Implementation Research, we undertook an online survey of 98 humanitarian actors from multiple regions and organization types (March-July 2021), followed by in-depth interviews with 13 purposively selected survey respondents (October-December 2021). Survey data were analysed using descriptive statistics, while interview data were analysed thematically, using both deductive and inductive approaches. Results: Initially, humanitarian actors faced challenges influenced by external actors’ priorities, such as de-prioritisation of NCD care by governments, travel restrictions and supply chain interruptions. With each infection wave and lockdown, humanitarian actors were better able to adapt and maintain NCD services. The availability of COVID-19 vaccines was a positive turning point, especially for the risk management of people with NCDs and protection of health workers. Key findings include that, despite pre-existing challenges, humanitarian actors largely continued NCD services during the crisis. Enabling factors that supported continuity of NCD services included the ability to quickly pivot to remote means of communication with PLWNCDs, flexibility in medicine dispensing, and successful advocacy to prioritize NCD management within health systems. Key lessons learned included the importance of partnerships and cooperation with other health actors, and the mobilisation or repurposing of community health workers/volunteer networks. Conclusions: The COVID-19 experience should prompt national and global health stakeholders to strengthen inclusion of NCDs in emergency preparedness, response, and resilience planning. Key lessons were learned around remote care provision, including adapting to NCD severity, integrating community health workers, providing context-adapted patient information, combating misinformation, and strengthening cross-sectoral partnerships. © The Author(s) 2024.
Pamisetty, A.;Leveraging Agentic AI and Cloud Infrastructure for Predictive Logistics in National Food Supply Chains;MSW Management;10.7492/0hg8sm04;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018213996&doi=10.7492%2F0hg8sm04&partnerID=40&md5=618d6d9ea4ab99a9f60274f1ccae0160;Long-term problems of food supply chain management include supplier selection, transportation, and supply chain structure planning. Due to the integration of advanced technologies in food supply chain design, new challenges arise for supply chain robustness in consumer-driven behavior and climate change. AI algorithms will be absolutely necessary to assess the avoidable variability in food supply chains. Agents with their own objectives and preferences form networks. The evolution and robustness of networks can be simulated using agent-based models. As an advanced manufacturability and a complex food supply chain, a multi-agent system was built. A cloud-based platform allows agents in different locations to collaborate while keeping their data private. This research shows that cloud infrastructure simplifies and accelerates collaboration in a blockchain system. As supply chains evolve, the asymmetric nature of mutual dependencies imposes serious risks. The time-varying nature of supply chain relationships generates unknown feedback. Based on this uncertainty, a partially observable finite-state Markov decision process was developed for visibility estimation and redesign. It adopts a hybrid deep recurrent neural network to estimate the number of nodes and the biases of parameters. Devices with an ongoing impact on supply chains were identified via simulations and case studies. Conventional approaches assume that supply chain changes only happen occasionally and originally, while this approach detects highly dynamic changes comprehensively. As the depiction of supply chain structure, an ontology for ensuring information sharing was created through an integrated methodology involving data acquisition, coding, modeling, and validation. Aiming at serving various manufacturing industries, a recommender system based on a business model ontology was developed. This ontology mines customer preferences and generates a candidate strategy pool for managers. To conquer the trade-off between the quality of recommendations and costs, a multiobjective optimization model was derived. The efficiency and effectiveness of the recommender ontology were tested and verified, marking the first step for an AI supply chain to augment post-COVID-19 resilience. © 2024 Forester Communications Inc.. All rights reserved.
"Saltalamacchia, M.; Ciano, M.P.; Secchi, R.";Leveraging AI to Enhance Digital Capabilities in Supply Chain Management: an Analysis of Emerging Trends and Applications;IEEE Engineering Management Review;10.1109/EMR.2025.3632685;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021866891&doi=10.1109%2FEMR.2025.3632685&partnerID=40&md5=e4edea4463118c3a8b999ee11f850cc7;"This research explores the application of artificial intelligence (AI) in operations and supply chain management (OSCM) and examines how AI can enhance and strengthen the digital capabilities model (DCM). Artificial intelligence is rapidly transforming supply chain operations. To enhance resilience, sustainability, and efficiency of their supply chains, businesses need to understand how this technology affects digital capabilities. Using VOSviewer software, the study conducts a network analysis of term co-occurrence and identifies twelve clusters reflecting important search topics in artificial intelligence applications for OSCM. The research uses a Systematic Literature Network Analysis (SLNA) technique. The analysis of artificial intelligence applications in OSCM identifies four interconnected macro trends: (1) a move toward more integrated and holistic supply chain visions; (2) a greater emphasis on sustainability; (3) enhanced risk management and resilience; and (4) an increasing significance of data-driven decision making. The paper also shows how AI applications, such as genetic algorithms, deep learning, and machine learning, support and enhance the six core capabilities of the Digital Capabilities Model (DCM). The results highlight numerous opportunities for adopting AI within OSCM, offering valuable insights for practitioners aiming to integrate these technologies into their operations. © 1973-2011 IEEE."
"Aziz, A.; Suman, S.; Sohail, S.S.; Madsen, D.Ø.";Leveraging blockchain for combatting drug counterfeiting in the pharmaceutical sector;Cogent Business and Management;10.1080/23311975.2025.2551811;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015329500&doi=10.1080%2F23311975.2025.2551811&partnerID=40&md5=1b71d129103a50d9d0d3ff35bf00113a;Drug counterfeiting is a growing global threat to public health and the trustworthiness of the pharmaceutical supply chain. This study proposes a decentralized, tamper-proof blockchain framework to enhance drug traceability and authenticity verification. Unlike existing blockchain-based systems such as PharmaCrypt and Drugledger, which struggle with supply chain complexity, the proposed model employs unique key generation and multi-node key verification to authenticate distributed drugs. The system’s performance was evaluated using execution time, latency and throughput as key metrics. Results show an average execution time of 3500 milliseconds and a throughput of 55.6 transactions per second (TPS), outperforming current solutions. This improvement ensures that only genuine drugs reach end-users, enhances transparency, and significantly mitigates counterfeiting risks. By addressing critical challenges such as scalability and integration, the framework demonstrates blockchain’s transformative potential in securing pharmaceutical supply chains. The approach provides robust, real-time verification without reliance on centralized authorities, making it resilient to tampering and unauthorized access. Future enhancements will focus on integrating advanced cryptographic methods to strengthen data privacy, further improve performance, and scale the system for broader adoption across global pharmaceutical network. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.
Liu, C.-H.;Lightweight Hash-Based Post-Quantum Signature Scheme for Industrial Internet of Things;Computers, Materials and Continua;10.32604/cmc.2025.072887;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024531162&doi=10.32604%2Fcmc.2025.072887&partnerID=40&md5=c349ccdc518d9548673882a19bcebf7e;"The Industrial Internet of Things (IIoT) has emerged as a cornerstone of Industry 4.0, enabling large-scale automation and data-driven decision-making across factories, supply chains, and critical infrastructures. However, the massive interconnection of resource-constrained devices also amplifies the risks of eavesdropping, data tampering, and device impersonation. While digital signatures are indispensable for ensuring authenticity and non-repudiation, conventional schemes such as RSA and ECC are vulnerable to quantum algorithms, jeopardizing long-term trust in IIoT deployments. This study proposes a lightweight, stateless, hash-based signature scheme that achieves post-quantum security while addressing the stringent efficiency demands of IIoT. The design introduces two key optimizations: (1) Forest of Random Subsets (FORS) on Demand, where subset secret keys are generated dynamically via a PseudoRandom Function (PRF), thereby minimizing storage overhead and eliminating key-reuse risks; and (2) Winternitz One-Time Signature Plus (WOTS+) partial hash-chain caching, which precomputes intermediate hash values at edge gateways, reducing device-side computations, latency, and energy consumption. The architecture integrates a multi-layer Merkle authentication tree (Merkle tree) and role-based delegation across sensors, gateways, and a Signature Authority Center (SAC), supporting scalable cross-site deployment and key rotation. From a theoretical perspective, we establish a formal (Existential Unforgeability under Chosen Message Attack) EUF-CMA security proof using a game-based reduction framework. The proof demonstrates that any successful forgery must reduce to breaking the underlying assumptions of PRF indistinguishability, (second) preimage resistance, or collision resistance, thus quantifying adversarial advantage and ensuring unforgeability. On the implementation side, our design achieves a balanced trade-off between post-quantum security and lightweight performance, offering concrete deployment guidelines for real-time industrial systems. In summary, the proposed method contributes both practical system design and formal security guarantees, providing IIoT with a deployable signature substrate that enhances resilience against quantum-era threats and supports future extensions such as device attestation, group signatures, and anomaly detection. © © 2025 The Author."
"Pfeiffer, K.B.; Burdi, C.; Schlueter, S.";Local supply chains: The disaster management perspective;International Journal of Safety and Security Engineering;10.2495/SAFE-V7-N3-399-405;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053485307&doi=10.2495%2FSAFE-V7-N3-399-405&partnerID=40&md5=c0047456430bc914fb625dd33f354daf;Situational awareness of the operational status of specific, critical supply and demand nodes following a major disaster may inform response and recovery activities based on the ability of an infrastructure asset or system to support core facility operations. Near-real-time analysis of infrastructure dependency information is a computationally intensive process that has generally been observed informally by public safety officials. While system-level information may be desired, it has been beyond the capabilities of most local public safety and emergency management agencies. To address this problem, a Grassroots Infrastructure Dependency Model (GRID-M) was developed to enable near-real-time analysis of physical infrastructure dependencies of specific supply and demand nodes within four lifeline sectors: electricity, natural gas, water, and wastewater. The operational status of each node can be characterized as operational, partially operational, or not operational. These statuses are obtained by matching real-time outage or disruption data from utility providers with predetermined specific coping strategies based on a preincident limited infrastructure survey for specific assets within a network. This information can also be paired with a limited damage assessment to provide awareness of the accessibility to, and physical state of, each node within supply chains of interest. GRID-M displays all outputs within a Geographic Information Systems environment with additional prepopulated layers such as real-time traffic and demographic information of the affected communities. As such, GRID-M may be used following a major disaster to support the identification of priority response and recovery objectives based on the disruptions of critical local supply chains and their relationship with affected communities. © 2017 WIT Press
"Pandiya, B.; Kulkarni, P.";Managing Complexity in Cybersecurity: The Necessity of Human Oversight in Digital Immune Systems from Behavioral Forensic Perspective.;;10.1002/9781394383788.ch7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023782317&doi=10.1002%2F9781394383788.ch7&partnerID=40&md5=c59277410fbab722e1fbd235061486a3;The rise of complex cyber-attacks is automation based on artificial intelligence (AI), and problems arise when the control of these events is not in the hands of humans. While digital immune systems (DIS) utilize AI and machine learning to spot and combat cyber risks in real-time, the systems are not immune to human-based threats like insider attacks, social engineering, and credential-based intrusions. These tactics leverage behavioral and psychological vulnerabilities rather than the technical ones, making them challenging for AI-based security solutions to catch. This study analyzes why automated cybersecurity mechanisms may have their limitations, and how human oversight may complement DIS, with potentially a behavioral forensic view of human oversight. This research discusses AI-run security models shortcomings using two well-known cyber incidents, the first being the Twitter Bitcoin Scam (2020) and the second being the Solar Winds cyberattack (2020). In both instances, attackers evaded automated security controls by exploiting human weaknesses via social engineering in Twitter’s case and a complex supply chain attack in SolarWinds. The first detects anomalies while the second relies on known attack signatures, therefore failing to recognize these attacks. Analysts later detected behavioral discrepancies that uncovered these breaches. Behavioral forensics is the intersection of psychology, criminology, and data analysis and holds the key to detecting deceptive behaviors and insider threats that AI-driven systems miss. This research analyzes the limitations of DIS and explores a cyber-physical infrastructure that essentially combines DIS with both behavioral forensics and human oversight to build a strong and adaptive cybersecurity framework. The findings discuss how a Human-in-the-Loop (HITL) security model, explainable AI (XAI) and zero-trust frameworks can increase cyber resilience by balancing automation with human expertise. The importance of introducing human oversight for cyber operations against technical threats and behavioral threats enabling a security-aware culture in an organization. © 2026 Scrivener Publishing LLC. All rights reserved.
"Le, M.-H.; Phi Tran, P.";Managing supply chain resilience in climate and disaster-prone environments: a bibliometric analysis;Competitiveness Review;10.1108/CR-01-2025-0003;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003800084&doi=10.1108%2FCR-01-2025-0003&partnerID=40&md5=088a99f8f0281eea84584a40bbabc067;Purpose: This study investigates global research trends in supply chain resilience within climate change and disaster-prone environments. It aims to provide insights into how resilience strategies address the challenges of globalization, technological advancements and climate-induced disruptions. The study extends supply chain knowledge beyond dyadic relationships to encompass integrated, information-driven practices. Design/methodology/approach: An empirical bibliometric analysis was conducted on 424 publications (2010–2024) retrieved from the Web of Science. The study examines publication trends, citation networks, authorship patterns and thematic clusters, focusing on interdisciplinary contributions and practical applications in supply chain resilience. Findings: The findings highlight a surge in resilience research post-2020, driven by globalization and technological advancements. Key themes include sustainability, risk management and digital innovations such as artificial intelligence and blockchain, emphasizing the need for integrated and proactive supply chain strategies. Emerging global concerns, including climate change and the circular economy, underscore the critical role of responsive and adaptive supply chains. Research limitations/implications: This study is limited to bibliometric analysis and does not provide case-based empirical data. Future research should include region-specific studies and examine the operationalization of global resilience strategies. Practical implications: The research provides actionable insights for global supply chain stakeholders to design integrated, information-driven systems that mitigate climate- and technology-related risks, enabling more robust supply chain practices. Originality/value: This study advances supply chain knowledge by integrating sustainability and technology trends, emphasizing their global relevance and practical applications in overcoming contemporary supply chain design and management challenges. © 2025, Emerald Publishing Limited.
"Qazi, A.; Khan, S.";Mapping the landscape of global supply chain risk: insights from Bayesian networks of interconnected risk indices and indicators;Benchmarking;10.1108/BIJ-01-2025-0051;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024448701&doi=10.1108%2FBIJ-01-2025-0051&partnerID=40&md5=bbf1242d9bd8a256eae01cde88af92d5;Purpose – This study aims to explore the complex interdependencies between country-level supply chain risk (SCR) and several specific risk categories, with a focus on anti-money laundering (AML) risk, environmental, social, and governance (ESG) risk, sustainable development goal (SDG) risk and sovereign risk. The objective is to enhance the understanding of how these broad risk categories contribute to supply chain vulnerabilities, which is essential for improving global supply chain resilience. Additionally, the study examines the connections between SCR and its key indicators and operational risk factors to provide a comprehensive framework for global risk management. Design/methodology/approach – The study utilizes Bayesian belief networks (BBNs) to develop three models. The first model focuses on the relationship between SCR and broad risk categories, including AML, ESG, SDG and sovereign risk. The second model analyzes the connection between SCR and specific risk indicators, such as access to basic services, climate change and renewable energy, equality and inclusion, operational risk, the prevalence of corruption, quality of institutions and others. The third model examines operational risk indicators, including adequate data protection, economic wealth, ICT development, inflation rate, the logistics performance index and political stability. Data from 191 countries in 2022 were used to explore these relationships. Findings – The analysis reveals significant interdependencies between SCR and the examined risk categories. AML and ESG risks are found to have a direct influence on supply chain vulnerabilities. Moreover, SCR is strongly impacted by indicators such as access to basic services, political stability, and the strength of human rights. In terms of operational risk, key influencing factors include data protection levels, GDP per capita, and logistics performance. These findings validate the hypothesis that SCR is directly linked to both broader risk categories and specific operational indicators, underscoring the need for integrated risk management strategies. Originality/value – This research offers a novel contribution by mapping the complex relationships between SCR and various risk categories, including AML, ESG and specific operational factors. The application of BBNs provides a new perspective on understanding the interconnections between country-level risks and their impact on supply chain resilience. The study provides actionable insights for businesses and policymakers aiming to strengthen supply chain resilience in a globalized environment. It also lays the groundwork for future research to explore these relationships in different regions or industries, offering practical value for both theory and practice. © 2025 Emerald Publishing Limited
"Li, J.; Liu, M.; Shan, Y.; Yang, J.; Fang, W.; Ma, Z.; Bi, J.";Mapping the Water-Economic Cascading Risks within a Multilayer Network of Supply Chains in China;Environmental Science and Technology;10.1021/acs.est.5c01545;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002812560&doi=10.1021%2Facs.est.5c01545&partnerID=40&md5=ffb6273be7c9eeb261308b85d68a5348;Local water scarcity shocks can threaten supply chains by triggering cascading economic risks embedded in the flow of goods and services. However, the lack of cascading risk modeling techniques makes it challenging to determine how disruptions in one economic sector propagate to others through the supply chain. In this study, we construct a national multilayer cascading risk model using 2017 multiregional input-output data from China and simulate shock propagation. Our results show that the originating sector and geographic location of a shock are critical in determining the collapse’s effects. The probability of a large avalanche (>1000 collapsed nodes) varies from 2 to 80% across provinces and from 1 to 96% across layers. Food production and processing, chemical smelting, and energy supply are critical layers that amplify the cascade effects of shocks. Grain regions like Henan and Hunan, manufacturing hubs such as Guangdong, and water and energy suppliers like Sichuan and Hubei face high cascading risks. Our scenario analyses show that reducing output dependence on nodes decreases the system’s avalanche size by 20-40% while improving water production efficiency reduces it by 10-22%. These results highlight the importance of diversifying supply sources and optimizing water use efficiency to enhance network resilience. © 2025 American Chemical Society.
"Singh, R.; Singla, R.; Abdelwahed, A.";Mathematics and statistics in quantum computing: Advancing cybersecurity for modern supply chains;;10.1201/9781003498292-19;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019007516&doi=10.1201%2F9781003498292-19&partnerID=40&md5=9bb7f87c672fc69f41dd27af23052997;"The integration of quantum computing into supply chain management is poised to revolutionize the field by addressing critical challenges such as data security, process optimization, and risk mitigation. At the core of this transformation lies mathematics and statistics, which form the foundation of quantum computing and cybersecurity. This chapter explores the pivotal role of mathematical disciplines—including number theory, modular arithmetic, linear algebra, and probability theory—in developing quantum algorithms for supply chain security. It highlights the application of statistical models in risk assessment, anomaly detection, and resource allocation, which are essential for safeguarding supply chain networks. The chapter delves into quantum cryptography, focusing on Quantum Key Distribution (QKD) and post-quantum cryptographic methods to ensure secure communication in supply chain ecosystems. Additionally, it examines the role of quantum-enhanced machine learning and mathematical modeling in detecting vulnerabilities, predicting risks, and optimizing operations. Case studies illustrate practical implementations of quantum technologies in supply chains, showcasing how advanced mathematics enables resilient and efficient systems. By bridging theoretical foundations and real-world applications, this chapter underscores the transformative potential of quantum computing, powered by mathematics and statistics, in advancing cybersecurity and enhancing the robustness of modern supply chains. © 2026 selection and editorial matter, Pushan Kumar Dutta, Pronaya Bhattacharya, Jai Prakash Verma, Ashok Chopra, Neel Kanth Kundu and Khursheed Aurangzeb; individual chapters, the contributors."
